booking_id,customer_id,hotel_name,room_type,price_per_night,nights,total_amount,rating,payment_method,booking_platform,booking_date,check_in_date,check_out_date,discount,cancellation_policy,is_cancelled,booking_status
BKG119134,CUST34859,Amman Grand Hotel,Double,78.57,2,157.14,3.3,Credit Card,Direct,2025-04-28,2025-05-11,2025-05-13,0,Partial Refund,0,Checked-out
BKG119135,CUST42657,Amman Grand Hotel,Deluxe,130.93,6,785.58,4.3,Online Payment,Expedia,2025-03-19,2025-04-01,2025-04-07,0,Partial Refund,0,Checked-out
BKG119136,CUST23169,Amman Grand Hotel,Double,68.99,3,196.62,4.4,Cash,Direct,2025-09-15,2025-10-04,2025-10-07,5,Partial Refund,0,Checked-out
BKG119137,CUST15190,Amman Grand Hotel,Double,81.51,5,387.17,3.4,Bank Transfer,Booking.com,2025-04-18,2025-04-30,2025-05-05,5,Partial Refund,0,Checked-out
BKG119138,CUST39780,Amman Grand Hotel,Single,67.06,3,191.12,4.1,Credit Card,Agoda,2023-05-07,2023-05-13,2023-05-16,5,Non-refundable,0,Checked-out
BKG119139,CUST11316,Amman Grand Hotel,Deluxe,89.11,1,80.2,4.3,Credit Card,Expedia,2023-02-09,2023-02-15,2023-02-16,10,Non-refundable,0,Checked-out
BKG119140,CUST19123,Amman Grand Hotel,Double,80.29,2,36.13,4.1,Online Payment,Booking.com,2025-07-06,2025-07-28,2025-07-30,10,Partial Refund,1,Cancelled
BKG119141,CUST10550,Amman Grand Hotel,Single,56.78,1,53.94,3.8,Cash,Direct,2023-07-03,2023-07-11,2023-07-12,5,Non-refundable,0,Checked-out
BKG119142,CUST43576,Amman Grand Hotel,Double,69.05,2,138.1,5.0,Credit Card,Booking.com,2024-01-11,2024-02-05,2024-02-07,0,Non-refundable,0,Checked-out
BKG119143,CUST49765,Amman Grand Hotel,Deluxe,143.9,2,287.8,4.3,Cash,Direct,2023-06-23,2023-07-10,2023-07-12,0,Free Cancellation,0,Checked-out
BKG119144,CUST24519,Amman Grand Hotel,Single,55.9,1,25.16,4.1,Credit Card,Agoda,2024-12-23,2025-01-21,2025-01-22,0,Non-refundable,1,Cancelled
BKG119145,CUST23864,Amman Grand Hotel,Double,102.26,4,409.04,4.1,Credit Card,Direct,2024-06-21,2024-07-01,2024-07-05,0,Non-refundable,0,Checked-out
BKG119146,CUST15014,Amman Grand Hotel,Double,67.07,5,335.35,4.5,Credit Card,Expedia,2025-02-02,2025-02-27,2025-03-04,0,Free Cancellation,0,Checked-out
BKG119147,CUST12192,Amman Grand Hotel,Single,91.66,5,0.0,4.1,Credit Card,Expedia,2023-06-04,2023-07-22,2023-07-27,0,Free Cancellation,1,Cancelled
BKG119148,CUST20005,Amman Grand Hotel,Deluxe,126.16,4,454.18,3.9,Bank Transfer,Booking.com,2024-05-02,2024-06-19,2024-06-23,10,Free Cancellation,0,Checked-out
BKG119149,CUST47988,Amman Grand Hotel,Deluxe,102.06,3,306.18,4.4,Online Payment,Expedia,2025-03-16,2025-03-21,2025-03-24,0,Non-refundable,0,Checked-out
BKG119150,CUST37237,Amman Grand Hotel,Family,227.22,1,227.22,4.4,Cash,Direct,2023-08-24,2023-08-26,2023-08-27,0,Free Cancellation,0,Checked-out
BKG119151,CUST10606,Amman Grand Hotel,Double,88.72,6,0.0,4.1,Online Payment,Direct,2023-05-11,2023-06-28,2023-07-04,15,Free Cancellation,1,Cancelled
BKG119152,CUST37420,Amman Grand Hotel,Double,97.58,1,43.91,4.1,Credit Card,Agoda,2025-01-06,2025-01-12,2025-01-13,0,Non-refundable,1,Cancelled
BKG119153,CUST12415,Amman Grand Hotel,Suite,194.11,1,174.7,4.3,Credit Card,Agoda,2023-01-11,2023-02-16,2023-02-17,10,Partial Refund,0,Checked-out
BKG119154,CUST29933,Amman Grand Hotel,Suite,216.87,3,520.49,4.3,Credit Card,Direct,2024-07-19,2024-07-28,2024-07-31,20,Non-refundable,0,Checked-out
BKG119155,CUST51174,Amman Grand Hotel,Double,91.18,1,86.62,3.9,Credit Card,Direct,2024-04-02,2024-04-17,2024-04-18,5,Non-refundable,0,Checked-out
BKG119156,CUST38324,Amman Grand Hotel,Deluxe,117.69,8,894.44,4.0,Online Payment,Booking.com,2024-07-28,2024-08-26,2024-09-03,5,Free Cancellation,0,Checked-out
BKG119157,CUST37420,Amman Grand Hotel,Suite,242.13,1,230.02,4.4,Credit Card,Agoda,2025-04-22,2025-05-08,2025-05-09,5,Non-refundable,0,Checked-out
BKG119158,CUST40920,Amman Grand Hotel,Deluxe,187.64,1,187.64,3.9,Online Payment,Booking.com,2024-08-18,2024-09-20,2024-09-21,0,Free Cancellation,0,Checked-out
BKG119159,CUST16494,Amman Grand Hotel,Family,199.68,6,1138.18,4.7,Credit Card,Direct,2024-06-14,2024-07-04,2024-07-10,5,Free Cancellation,0,Checked-out
BKG119160,CUST14804,Amman Grand Hotel,Deluxe,137.16,5,617.22,5.0,Bank Transfer,Direct,2024-10-18,2024-10-29,2024-11-03,10,Free Cancellation,0,Checked-out
BKG119161,CUST27364,Amman Grand Hotel,Double,110.34,3,141.51,4.1,Credit Card,Agoda,2025-06-10,2025-07-16,2025-07-19,5,Non-refundable,1,Cancelled
BKG119162,CUST16886,Amman Grand Hotel,Double,102.9,1,102.9,3.9,Online Payment,Booking.com,2023-05-31,2023-06-15,2023-06-16,0,Free Cancellation,0,Checked-out
BKG119163,CUST11150,Amman Grand Hotel,Single,75.08,2,142.65,3.9,Online Payment,Expedia,2024-11-24,2024-12-27,2024-12-29,5,Partial Refund,0,Checked-out
BKG119164,CUST25227,Amman Grand Hotel,Suite,356.22,2,605.57,4.8,Online Payment,Booking.com,2023-11-03,2023-12-02,2023-12-04,15,Non-refundable,0,Checked-out
BKG119165,CUST33144,Amman Grand Hotel,Deluxe,120.04,4,432.14,4.0,Cash,Direct,2025-09-13,2025-09-20,2025-09-24,10,Non-refundable,0,Checked-out
BKG119166,CUST12410,Amman Grand Hotel,Double,87.87,8,632.66,4.7,Online Payment,Agoda,2024-01-16,2024-02-14,2024-02-22,10,Partial Refund,0,Checked-out
BKG119167,CUST53772,Amman Grand Hotel,Single,68.93,3,206.79,3.6,Cash,Direct,2024-12-12,2025-01-03,2025-01-06,0,Non-refundable,0,Checked-out
BKG119168,CUST44081,Amman Grand Hotel,Single,71.05,2,142.1,3.7,Cash,Direct,2024-07-18,2024-08-16,2024-08-18,0,Free Cancellation,0,Checked-out
BKG119169,CUST43819,Amman Grand Hotel,Suite,414.33,2,787.23,4.0,Credit Card,Agoda,2024-06-11,2024-07-09,2024-07-11,5,Non-refundable,0,Checked-out
BKG119170,CUST49498,Amman Grand Hotel,Suite,224.93,3,674.79,4.2,Credit Card,Direct,2023-12-07,2023-12-13,2023-12-16,0,Partial Refund,0,Checked-out
BKG119171,CUST36714,Amman Grand Hotel,Deluxe,82.54,3,235.24,3.8,Credit Card,Direct,2025-03-19,2025-03-27,2025-03-30,5,Free Cancellation,0,Checked-out
BKG119172,CUST30943,Amman Grand Hotel,Suite,199.08,2,398.16,4.4,Credit Card,Agoda,2025-12-07,2026-01-08,2026-01-10,0,Non-refundable,0,Checked-out
BKG119173,CUST32244,Amman Grand Hotel,Single,65.26,1,62.0,3.9,Credit Card,Direct,2025-11-14,2025-11-28,2025-11-29,5,Partial Refund,0,Checked-out
BKG119174,CUST17476,Amman Grand Hotel,Deluxe,119.39,2,202.96,4.3,Online Payment,Agoda,2023-06-20,2023-06-27,2023-06-29,15,Non-refundable,0,Checked-out
BKG119175,CUST27510,Amman Grand Hotel,Double,115.7,5,578.5,4.1,Bank Transfer,Booking.com,2024-06-02,2024-06-25,2024-06-30,0,Partial Refund,0,Checked-out
BKG119176,CUST45908,Amman Grand Hotel,Deluxe,144.15,1,129.74,5.0,Bank Transfer,Direct,2024-04-18,2024-04-26,2024-04-27,10,Free Cancellation,0,Checked-out
BKG119177,CUST33230,Amman Grand Hotel,Double,75.42,1,71.65,4.1,Credit Card,Agoda,2023-09-13,2023-10-16,2023-10-17,5,Partial Refund,0,Checked-out
BKG119178,CUST16502,Amman Grand Hotel,Double,106.58,2,0.0,4.1,Online Payment,Expedia,2025-08-07,2025-08-19,2025-08-21,5,Free Cancellation,1,Cancelled
BKG119179,CUST48235,Amman Grand Hotel,Suite,268.43,1,241.59,3.2,Credit Card,Agoda,2025-03-16,2025-03-25,2025-03-26,10,Partial Refund,0,Checked-out
BKG119180,CUST39351,Amman Grand Hotel,Double,74.75,3,224.25,4.6,Credit Card,Agoda,2024-08-21,2024-09-02,2024-09-05,0,Partial Refund,0,Checked-out
BKG119181,CUST37116,Amman Grand Hotel,Double,83.18,1,66.54,4.8,Credit Card,Booking.com,2024-11-29,2024-11-30,2024-12-01,20,Non-refundable,0,Checked-out
BKG119182,CUST53588,Amman Grand Hotel,Double,76.63,3,183.91,3.6,Cash,Direct,2025-03-02,2025-03-10,2025-03-13,20,Free Cancellation,0,Checked-out
BKG119183,CUST51033,Amman Grand Hotel,Double,75.11,5,375.55,4.6,Bank Transfer,Direct,2025-06-19,2025-06-28,2025-07-03,0,Free Cancellation,0,Checked-out
BKG119184,CUST16494,Amman Grand Hotel,Deluxe,142.66,13,1669.12,4.7,Credit Card,Expedia,2023-09-27,2023-10-07,2023-10-20,10,Non-refundable,0,Checked-out
BKG119185,CUST43994,Amman Grand Hotel,Double,61.36,2,104.31,4.0,Credit Card,Agoda,2025-12-29,2026-01-05,2026-01-07,15,Non-refundable,0,Checked-out
BKG119186,CUST51033,Amman Grand Hotel,Double,69.02,1,69.02,4.3,Online Payment,Direct,2024-09-27,2024-10-06,2024-10-07,0,Free Cancellation,0,Checked-out
BKG119187,CUST48163,Amman Grand Hotel,Double,60.36,5,301.8,4.3,Credit Card,Direct,2025-09-11,2025-10-03,2025-10-08,0,Free Cancellation,0,Checked-out
BKG119188,CUST50120,Amman Grand Hotel,Double,78.06,1,70.25,3.9,Credit Card,Booking.com,2025-12-20,2026-01-07,2026-01-08,10,Partial Refund,0,Checked-out
BKG119189,CUST45908,Amman Grand Hotel,Family,153.8,5,730.55,4.2,Credit Card,Direct,2025-08-26,2025-09-21,2025-09-26,5,Free Cancellation,0,Checked-out
BKG119190,CUST54785,Amman Grand Hotel,Deluxe,116.78,2,233.56,4.0,Credit Card,Direct,2025-04-26,2025-05-01,2025-05-03,0,Free Cancellation,0,Checked-out
BKG119191,CUST21656,Amman Grand Hotel,Deluxe,124.14,3,353.8,4.1,Cash,Direct,2025-10-15,2025-10-22,2025-10-25,5,Non-refundable,0,Checked-out
BKG119192,CUST16494,Amman Grand Hotel,Family,142.43,3,192.28,4.1,Credit Card,Booking.com,2024-02-08,2024-02-27,2024-03-01,0,Non-refundable,1,Cancelled
BKG119193,CUST13790,Amman Grand Hotel,Single,59.3,2,118.6,3.8,Credit Card,Agoda,2025-02-05,2025-03-04,2025-03-06,0,Non-refundable,0,Checked-out
BKG119194,CUST46996,Amman Grand Hotel,Single,79.74,9,574.13,4.1,Online Payment,Booking.com,2024-11-18,2024-12-12,2024-12-21,20,Partial Refund,0,Checked-out
BKG119195,CUST31758,Amman Grand Hotel,Double,119.75,2,239.5,3.6,Online Payment,Booking.com,2025-03-03,2025-04-04,2025-04-06,0,Partial Refund,0,Checked-out
BKG119196,CUST20995,Amman Grand Hotel,Single,39.42,2,70.96,4.1,Cash,Direct,2023-01-20,2023-02-10,2023-02-12,10,Free Cancellation,0,Checked-out
BKG119197,CUST41128,Amman Grand Hotel,Family,178.95,2,357.9,5.0,Cash,Direct,2024-02-13,2024-02-22,2024-02-24,0,Free Cancellation,0,Checked-out
BKG119198,CUST10068,Amman Grand Hotel,Deluxe,127.47,2,254.94,4.0,Credit Card,Expedia,2024-12-03,2025-01-03,2025-01-05,0,Partial Refund,0,Checked-out
BKG119199,CUST17420,Amman Grand Hotel,Double,78.8,11,736.78,4.2,Credit Card,Booking.com,2025-05-25,2025-06-11,2025-06-22,15,Partial Refund,0,Checked-out
BKG119200,CUST27411,Amman Grand Hotel,Single,54.58,8,414.81,4.1,Cash,Direct,2023-09-09,2023-09-26,2023-10-04,5,Partial Refund,0,Checked-out
BKG119201,CUST18162,Amman Grand Hotel,Double,89.74,2,170.51,4.3,Cash,Direct,2024-11-08,2024-11-28,2024-11-30,5,Free Cancellation,0,Checked-out
BKG119202,CUST25294,Amman Grand Hotel,Single,72.09,3,194.64,4.0,Credit Card,Expedia,2024-08-30,2024-09-04,2024-09-07,10,Non-refundable,0,Checked-out
BKG119203,CUST16494,Amman Grand Hotel,Single,60.56,3,172.6,4.0,Credit Card,Agoda,2023-08-02,2023-08-09,2023-08-12,5,Non-refundable,0,Checked-out
BKG119204,CUST10415,Amman Grand Hotel,Deluxe,193.28,5,821.44,4.4,Credit Card,Agoda,2025-11-16,2025-12-29,2026-01-03,15,Partial Refund,0,Checked-out
BKG119205,CUST33086,Amman Grand Hotel,Deluxe,175.11,1,157.6,3.9,Bank Transfer,Expedia,2023-07-15,2023-07-19,2023-07-20,10,Free Cancellation,0,Checked-out
BKG119206,CUST13539,Amman Grand Hotel,Deluxe,146.63,11,1209.7,4.1,Bank Transfer,Direct,2024-06-12,2024-06-15,2024-06-26,25,Non-refundable,0,Checked-out
BKG119207,CUST42733,Amman Grand Hotel,Single,60.13,3,171.37,4.2,Online Payment,Booking.com,2023-05-15,2023-06-03,2023-06-06,5,Partial Refund,0,Checked-out
BKG119208,CUST12815,Amman Grand Hotel,Double,80.7,1,76.66,4.3,Online Payment,Agoda,2024-07-06,2024-07-25,2024-07-26,5,Free Cancellation,0,Checked-out
BKG119209,CUST44201,Amman Grand Hotel,Single,58.2,5,276.45,4.6,Cash,Direct,2025-01-23,2025-01-30,2025-02-04,5,Partial Refund,0,Checked-out
BKG119210,CUST12832,Amman Grand Hotel,Double,85.21,4,289.71,4.2,Online Payment,Expedia,2024-07-26,2024-09-01,2024-09-05,15,Free Cancellation,0,Checked-out
BKG119211,CUST53858,Amman Grand Hotel,Single,81.05,1,72.94,4.4,Credit Card,Booking.com,2024-08-02,2024-08-19,2024-08-20,10,Partial Refund,0,Checked-out
BKG119212,CUST26802,Amman Grand Hotel,Single,57.46,8,367.74,4.0,Cash,Direct,2023-12-28,2023-12-31,2024-01-08,20,Free Cancellation,0,Checked-out
BKG119213,CUST23089,Amman Grand Hotel,Suite,172.88,2,311.18,4.3,Online Payment,Booking.com,2024-03-21,2024-03-31,2024-04-02,10,Free Cancellation,0,Checked-out
BKG119214,CUST23360,Amman Grand Hotel,Deluxe,130.95,1,104.76,4.1,Credit Card,Expedia,2023-05-28,2023-06-04,2023-06-05,20,Partial Refund,0,Checked-out
BKG119215,CUST20469,Amman Grand Hotel,Single,52.04,3,148.31,4.7,Online Payment,Expedia,2025-10-19,2025-11-09,2025-11-12,5,Partial Refund,0,Checked-out
BKG119216,CUST16494,Amman Grand Hotel,Suite,342.19,11,3575.89,4.0,Credit Card,Booking.com,2024-05-13,2024-05-26,2024-06-06,5,Non-refundable,0,Checked-out
BKG119217,CUST46996,Amman Grand Hotel,Double,101.81,2,173.08,4.2,Credit Card,Direct,2025-05-25,2025-05-31,2025-06-02,15,Free Cancellation,0,Checked-out
BKG119218,CUST31998,Amman Grand Hotel,Single,55.58,7,369.61,3.5,Credit Card,Agoda,2024-10-24,2024-11-08,2024-11-15,5,Partial Refund,0,Checked-out
BKG119219,CUST15152,Amman Grand Hotel,Deluxe,186.69,3,560.07,4.7,Cash,Direct,2023-07-04,2023-07-30,2023-08-02,0,Free Cancellation,0,Checked-out
BKG119220,CUST46857,Amman Grand Hotel,Single,39.93,1,39.93,3.8,Credit Card,Booking.com,2025-06-16,2025-06-25,2025-06-26,0,Non-refundable,0,Checked-out
BKG119221,CUST48044,Amman Grand Hotel,Family,153.42,3,460.26,4.4,Bank Transfer,Agoda,2024-06-01,2024-06-25,2024-06-28,0,Non-refundable,0,Checked-out
BKG119222,CUST51033,Amman Grand Hotel,Deluxe,113.41,2,226.82,4.1,Credit Card,Agoda,2024-02-24,2024-03-03,2024-03-05,0,Free Cancellation,0,Checked-out
BKG119223,CUST12397,Amman Grand Hotel,Family,159.71,9,1221.78,4.3,Online Payment,Booking.com,2025-09-19,2025-10-14,2025-10-23,15,Free Cancellation,0,Checked-out
BKG119224,CUST32008,Amman Grand Hotel,Single,65.39,1,65.39,3.9,Credit Card,Booking.com,2025-03-09,2025-03-18,2025-03-19,0,Non-refundable,0,Checked-out
BKG119225,CUST37420,Amman Grand Hotel,Single,62.03,7,369.08,3.8,Credit Card,Direct,2024-05-09,2024-05-18,2024-05-25,15,Partial Refund,0,Checked-out
BKG119226,CUST47359,Amman Grand Hotel,Double,105.57,3,316.71,4.1,Online Payment,Expedia,2025-10-04,2025-10-07,2025-10-10,0,Partial Refund,0,Checked-out
BKG119227,CUST37845,Amman Grand Hotel,Single,62.78,2,119.28,4.0,Credit Card,Booking.com,2025-07-28,2025-09-26,2025-09-28,5,Free Cancellation,0,Checked-out
BKG119228,CUST31947,Amman Grand Hotel,Single,82.39,8,626.16,3.8,Cash,Direct,2024-04-09,2024-04-26,2024-05-04,5,Free Cancellation,0,Checked-out
BKG119229,CUST43994,Amman Grand Hotel,Deluxe,107.54,7,564.58,3.4,Credit Card,Booking.com,2025-01-28,2025-02-12,2025-02-19,25,Partial Refund,0,Checked-out
BKG119230,CUST31998,Amman Grand Hotel,Double,88.44,4,159.19,4.1,Online Payment,Agoda,2025-05-08,2025-05-27,2025-05-31,0,Non-refundable,1,Cancelled
BKG119231,CUST22388,Amman Grand Hotel,Single,49.78,3,149.34,2.8,Credit Card,Direct,2023-02-13,2023-02-21,2023-02-24,0,Free Cancellation,0,Checked-out
BKG119232,CUST36469,Amman Grand Hotel,Single,51.8,4,186.48,4.1,Online Payment,Booking.com,2023-08-12,2023-09-06,2023-09-10,10,Partial Refund,0,Checked-out
BKG119233,CUST33230,Amman Grand Hotel,Single,35.26,5,176.3,3.5,Online Payment,Booking.com,2024-12-25,2025-01-22,2025-01-27,0,Partial Refund,0,Checked-out
BKG119234,CUST32534,Amman Grand Hotel,Single,64.12,4,0.0,4.1,Online Payment,Expedia,2025-12-12,2025-12-24,2025-12-28,10,Free Cancellation,1,Cancelled
BKG119235,CUST17036,Amman Grand Hotel,Double,71.57,5,339.96,4.2,Online Payment,Direct,2025-07-20,2025-08-31,2025-09-05,5,Free Cancellation,0,Checked-out
BKG119236,CUST47549,Amman Grand Hotel,Suite,251.72,1,226.55,4.5,Bank Transfer,Booking.com,2023-03-11,2023-04-13,2023-04-14,10,Non-refundable,0,Checked-out
BKG119237,CUST12802,Amman Grand Hotel,Single,53.46,2,96.23,3.1,Bank Transfer,Direct,2023-06-15,2023-06-27,2023-06-29,10,Free Cancellation,0,Checked-out
BKG119238,CUST12622,Amman Grand Hotel,Single,62.06,1,52.75,3.8,Online Payment,Booking.com,2024-06-03,2024-06-24,2024-06-25,15,Non-refundable,0,Checked-out
BKG119239,CUST16494,Amman Grand Hotel,Double,99.2,4,376.96,4.6,Cash,Direct,2025-03-29,2025-04-06,2025-04-10,5,Non-refundable,0,Checked-out
BKG119240,CUST15881,Amman Grand Hotel,Single,74.87,4,299.48,4.7,Credit Card,Expedia,2025-04-09,2025-04-26,2025-04-30,0,Free Cancellation,0,Checked-out
BKG119241,CUST49766,Amman Grand Hotel,Double,88.11,7,555.09,3.4,Bank Transfer,Direct,2025-10-15,2025-10-24,2025-10-31,10,Partial Refund,0,Checked-out
BKG119242,CUST45658,Amman Grand Hotel,Deluxe,132.1,2,264.2,3.6,Online Payment,Direct,2024-07-24,2024-07-30,2024-08-01,0,Non-refundable,0,Checked-out
BKG119243,CUST22327,Amman Grand Hotel,Deluxe,149.57,2,299.14,4.4,Online Payment,Booking.com,2023-07-09,2023-07-13,2023-07-15,0,Partial Refund,0,Checked-out
BKG119244,CUST21198,Amman Grand Hotel,Family,177.19,4,150.61,4.1,Credit Card,Agoda,2024-03-20,2024-05-23,2024-05-27,15,Partial Refund,1,Cancelled
BKG119245,CUST28939,Amman Grand Hotel,Single,87.24,6,523.44,4.4,Bank Transfer,Booking.com,2025-04-25,2025-05-30,2025-06-05,0,Partial Refund,0,Checked-out
BKG119246,CUST33673,Amman Grand Hotel,Deluxe,207.41,6,1182.24,4.2,Bank Transfer,Direct,2024-08-12,2024-08-21,2024-08-27,5,Free Cancellation,0,Checked-out
BKG119247,CUST24855,Amman Grand Hotel,Deluxe,143.62,3,430.86,4.9,Cash,Direct,2024-12-07,2024-12-12,2024-12-15,0,Non-refundable,0,Checked-out
BKG119248,CUST51033,Amman Grand Hotel,Deluxe,135.3,3,405.9,4.6,Bank Transfer,Expedia,2025-07-02,2025-07-27,2025-07-30,0,Partial Refund,0,Checked-out
BKG119249,CUST12397,Amman Grand Hotel,Single,81.44,3,244.32,4.7,Online Payment,Booking.com,2023-05-08,2023-05-28,2023-05-31,0,Non-refundable,0,Checked-out
BKG119250,CUST52836,Amman Grand Hotel,Single,52.25,1,47.02,4.2,Credit Card,Expedia,2024-07-09,2024-07-25,2024-07-26,10,Non-refundable,0,Checked-out
BKG119251,CUST35573,Amman Grand Hotel,Single,79.09,8,506.18,3.5,Credit Card,Booking.com,2024-08-28,2024-09-09,2024-09-17,20,Partial Refund,0,Checked-out
BKG119252,CUST52123,Amman Grand Hotel,Double,68.33,3,43.56,4.1,Online Payment,Direct,2025-10-02,2025-10-07,2025-10-10,15,Partial Refund,1,Cancelled
BKG119253,CUST41515,Amman Grand Hotel,Single,81.99,2,147.58,4.1,Online Payment,Booking.com,2025-08-10,2025-09-02,2025-09-04,10,Free Cancellation,0,Checked-out
BKG119254,CUST16494,Amman Grand Hotel,Double,107.35,5,456.24,4.2,Online Payment,Booking.com,2024-07-04,2024-07-16,2024-07-21,15,Non-refundable,0,Checked-out
BKG119255,CUST41378,Amman Grand Hotel,Deluxe,142.07,1,0.0,4.1,Online Payment,Expedia,2025-08-26,2025-09-07,2025-09-08,20,Free Cancellation,1,Cancelled
BKG119256,CUST53522,Amman Grand Hotel,Family,237.63,2,356.44,3.9,Credit Card,Direct,2024-05-16,2024-06-05,2024-06-07,25,Free Cancellation,0,Checked-out
BKG119257,CUST33171,Amman Grand Hotel,Deluxe,147.35,1,125.25,4.5,Bank Transfer,Expedia,2025-05-16,2025-05-24,2025-05-25,15,Free Cancellation,0,Checked-out
BKG119258,CUST49367,Amman Grand Hotel,Double,77.66,3,232.98,4.7,Online Payment,Direct,2025-01-03,2025-02-14,2025-02-17,0,Non-refundable,0,Checked-out
BKG119259,CUST54853,Amman Grand Hotel,Family,95.0,2,190.0,4.1,Credit Card,Booking.com,2024-12-31,2025-02-04,2025-02-06,0,Partial Refund,0,Checked-out
BKG119260,CUST25227,Amman Grand Hotel,Family,144.75,3,390.82,4.0,Credit Card,Booking.com,2025-04-11,2025-04-27,2025-04-30,10,Non-refundable,0,Checked-out
BKG119261,CUST29574,Amman Grand Hotel,Double,94.92,3,270.52,4.0,Online Payment,Direct,2023-07-17,2023-08-05,2023-08-08,5,Free Cancellation,0,Checked-out
BKG119262,CUST21835,Amman Grand Hotel,Double,108.82,5,516.89,4.7,Bank Transfer,Agoda,2023-04-15,2023-05-02,2023-05-07,5,Free Cancellation,0,Checked-out
BKG119263,CUST51033,Amman Grand Hotel,Family,136.27,5,681.35,4.9,Credit Card,Direct,2024-11-29,2025-01-01,2025-01-06,0,Free Cancellation,0,Checked-out
BKG119264,CUST38227,Amman Grand Hotel,Family,129.77,1,129.77,3.5,Online Payment,Agoda,2023-10-12,2023-10-19,2023-10-20,0,Partial Refund,0,Checked-out
BKG119265,CUST43994,Amman Grand Hotel,Deluxe,179.36,4,717.44,4.4,Online Payment,Expedia,2024-03-05,2024-04-08,2024-04-12,0,Free Cancellation,0,Checked-out
BKG119266,CUST17713,Amman Grand Hotel,Deluxe,80.54,1,80.54,3.5,Credit Card,Expedia,2025-01-24,2025-02-20,2025-02-21,0,Partial Refund,0,Checked-out
BKG119267,CUST30721,Amman Grand Hotel,Single,64.66,1,64.66,3.9,Credit Card,Agoda,2024-10-31,2024-11-18,2024-11-19,0,Free Cancellation,0,Checked-out
BKG119268,CUST38721,Amman Grand Hotel,Deluxe,109.8,2,219.6,4.1,Bank Transfer,Direct,2023-06-05,2023-06-27,2023-06-29,0,Free Cancellation,0,Checked-out
BKG119269,CUST43643,Amman Grand Hotel,Single,64.19,3,43.33,4.1,Online Payment,Direct,2024-05-30,2024-06-06,2024-06-09,10,Partial Refund,1,Cancelled
BKG119270,CUST39780,Amman Grand Hotel,Family,263.71,2,0.0,4.1,Credit Card,Booking.com,2025-12-13,2025-12-22,2025-12-24,0,Free Cancellation,1,Cancelled
BKG119271,CUST42337,Amman Grand Hotel,Single,43.54,3,130.62,3.2,Credit Card,Direct,2025-12-31,2026-01-14,2026-01-17,0,Free Cancellation,0,Checked-out
BKG119272,CUST37557,Amman Grand Hotel,Deluxe,108.56,3,260.54,4.2,Online Payment,Expedia,2024-05-09,2024-05-23,2024-05-26,20,Partial Refund,0,Checked-out
BKG119273,CUST17237,Amman Grand Hotel,Deluxe,84.56,3,253.68,4.6,Credit Card,Booking.com,2025-08-12,2025-10-02,2025-10-05,0,Free Cancellation,0,Checked-out
BKG119274,CUST34901,Amman Grand Hotel,Single,38.88,3,0.0,4.1,Bank Transfer,Agoda,2023-06-06,2023-06-18,2023-06-21,0,Free Cancellation,1,Cancelled
BKG119275,CUST50443,Amman Grand Hotel,Double,115.48,7,727.52,4.0,Online Payment,Direct,2024-06-12,2024-07-04,2024-07-11,10,Partial Refund,0,Checked-out
BKG119276,CUST16227,Amman Grand Hotel,Deluxe,113.33,2,113.33,4.1,Credit Card,Booking.com,2025-11-28,2026-01-01,2026-01-03,0,Partial Refund,0,No-show
BKG119277,CUST20098,Amman Grand Hotel,Deluxe,136.2,4,517.56,4.8,Cash,Direct,2025-07-24,2025-08-11,2025-08-15,5,Partial Refund,0,Checked-out
BKG119278,CUST31098,Amman Grand Hotel,Double,126.99,3,380.97,3.6,Online Payment,Direct,2025-06-25,2025-07-14,2025-07-17,0,Partial Refund,0,Checked-out
BKG119279,CUST13652,Amman Grand Hotel,Double,85.81,1,68.65,3.7,Cash,Direct,2024-07-16,2024-07-29,2024-07-30,20,Partial Refund,0,Checked-out
BKG119280,CUST27411,Amman Grand Hotel,Single,52.78,2,105.56,4.1,Credit Card,Expedia,2023-03-14,2023-03-21,2023-03-23,0,Partial Refund,0,Checked-out
BKG119281,CUST29820,Amman Grand Hotel,Double,100.01,4,400.04,3.6,Credit Card,Booking.com,2025-05-29,2025-06-20,2025-06-24,0,Free Cancellation,0,Checked-out
BKG119282,CUST46996,Amman Grand Hotel,Family,126.97,6,685.64,3.8,Online Payment,Booking.com,2025-06-25,2025-06-28,2025-07-04,10,Non-refundable,0,Checked-out
BKG119283,CUST54494,Amman Grand Hotel,Double,67.74,1,67.74,4.7,Online Payment,Booking.com,2025-06-29,2025-07-01,2025-07-02,0,Free Cancellation,0,Checked-out
BKG119284,CUST16888,Amman Grand Hotel,Double,109.18,2,218.36,4.2,Online Payment,Expedia,2024-07-16,2024-08-08,2024-08-10,0,Partial Refund,0,Checked-out
BKG119285,CUST18089,Amman Grand Hotel,Double,76.73,2,0.0,4.1,Cash,Agoda,2023-02-10,2023-03-12,2023-03-14,0,Free Cancellation,1,Cancelled
BKG119286,CUST51033,Amman Grand Hotel,Single,46.27,4,83.29,4.1,Credit Card,Booking.com,2025-02-19,2025-03-10,2025-03-14,0,Non-refundable,1,Cancelled
BKG119287,CUST50155,Amman Grand Hotel,Single,88.31,1,75.06,3.9,Credit Card,Agoda,2024-07-26,2024-08-10,2024-08-11,15,Partial Refund,0,Checked-out
